552784600502915072 [0, 'non-rumours', 'charliehebdo']
524957773810135040 [0, 'non-rumours', 'ottawashooting']
524957872296583168 [0, 'non-rumours', 'ottawashooting']
524957925157384192 [0, 'non-rumours', 'ottawashooting']
524957974226550784 [0, 'non-rumours', 'ottawashooting']
524957978806743040 [0, 'non-rumours', 'ottawashooting']
524958173245870080 [0, 'non-rumours', 'ottawashooting']
524958238316298240 [0, 'non-rumours', 'ottawashooting']
524958250706681856 [0, 'non-rumours', 'ottawashooting']
524958383468978176 [0, 'non-rumours', 'ottawashooting']
524958384060366849 [0, 'non-rumours', 'ottawashooting']
524958409381384192 [0, 'non-rumours', 'ottawashooting']
524958498770395137 [0, 'non-rumours', 'ottawashooting']
524958516822671360 [0, 'non-rumours', 'ottawashooting']
524958741259886592 [0, 'non-rumours', 'ottawashooting']
524958992330522624 [0, 'non-rumours', 'ottawashooting']
524959090125320193 [0, 'non-rumours', 'ottawashooting']
524959390332239872 [0, 'non-rumours', 'ottawashooting']
524959715957424128 [0, 'non-rumours', 'ottawashooting']
524959778125385728 [0, 'non-rumours', 'ottawashooting']
524960221694005248 [0, 'non-rumours', 'ottawashooting']
524960245509287936 [0, 'non-rumours', 'ottawashooting']
524960277348233216 [0, 'non-rumours', 'ottawashooting']
524960580944560128 [0, 'non-rumours', 'ottawashooting']
524960814944747520 [0, 'non-rumours', 'ottawashooting']
524960851493924864 [0, 'non-rumours', 'ottawashooting']
524961016904294400 [0, 'non-rumours', 'ottawashooting']
524961055211286528 [0, 'non-rumours', 'ottawashooting']
524961070465945600 [0, 'non-rumours', 'ottawashooting']
524961513006964736 [0, 'non-rumours', 'ottawashooting']
524961561677680640 [0, 'non-rumours', 'ottawashooting']
524961589406216192 [0, 'non-rumours', 'ottawashooting']
524962450786226176 [0, 'non-rumours', 'ottawashooting']
524963002768842752 [0, 'non-rumours', 'ottawashooting']
524963322525798400 [0, 'non-rumours', 'ottawashooting']
524963649455407105 [0, 'non-rumours', 'ottawashooting']
524963878904823808 [0, 'non-rumours', 'ottawashooting']
524964129745174528 [0, 'non-rumours', 'ottawashooting']
524964166936068097 [0, 'non-rumours', 'ottawashooting']
524964278030172160 [0, 'non-rumours', 'ottawashooting']
524964279456653312 [0, 'non-rumours', 'ottawashooting']
524964457936863232 [0, 'non-rumours', 'ottawashooting']
524964630221705216 [0, 'non-rumours', 'ottawashooting']
524965026256662528 [0, 'non-rumours', 'ottawashooting']
524965047647617024 [0, 'non-rumours', 'ottawashooting']
524965077318107137 [0, 'non-rumours', 'ottawashooting']
524965242213007360 [0, 'non-rumours', 'ottawashooting']
524965597793107968 [0, 'non-rumours', 'ottawashooting']
524965701535412224 [0, 'non-rumours', 'ottawashooting']
524966328734863360 [0, 'non-rumours', 'ottawashooting']
524966565788520448 [0, 'non-rumours', 'ottawashooting']
524966572277129216 [0, 'non-rumours', 'ottawashooting']
524966596897685504 [0, 'non-rumours', 'ottawashooting']
524966946467749888 [0, 'non-rumours', 'ottawashooting']
524967231902318592 [0, 'non-rumours', 'ottawashooting']
524967510563889152 [0, 'non-rumours', 'ottawashooting']
524967572689522688 [0, 'non-rumours', 'ottawashooting']
524967631171117056 [0, 'non-rumours', 'ottawashooting']
524967811081195520 [0, 'non-rumours', 'ottawashooting']
524968185016360960 [0, 'non-rumours', 'ottawashooting']
524968293577158656 [0, 'non-rumours', 'ottawashooting']
524968330172850177 [0, 'non-rumours', 'ottawashooting']
524968466559033345 [0, 'non-rumours', 'ottawashooting']
524968564306882560 [0, 'non-rumours', 'ottawashooting']
524969415318982657 [0, 'non-rumours', 'ottawashooting']
524969431534153728 [0, 'non-rumours', 'ottawashooting']
524970142719963136 [0, 'non-rumours', 'ottawashooting']
524970444156571648 [0, 'non-rumours', 'ottawashooting']
524970488590651395 [0, 'non-rumours', 'ottawashooting']
524971165056782337 [0, 'non-rumours', 'ottawashooting']
524971258996588544 [0, 'non-rumours', 'ottawashooting']
524971386838978560 [0, 'non-rumours', 'ottawashooting']
524973223356940288 [0, 'non-rumours', 'ottawashooting']
524973444946202624 [0, 'non-rumours', 'ottawashooting']
524973920722878464 [0, 'non-rumours', 'ottawashooting']
524974135030874114 [0, 'non-rumours', 'ottawashooting']
524974518960652290 [0, 'non-rumours', 'ottawashooting']
524974566830247936 [0, 'non-rumours', 'ottawashooting']
524974786460778497 [0, 'non-rumours', 'ottawashooting']
524974900017373184 [0, 'non-rumours', 'ottawashooting']
524975031059632128 [0, 'non-rumours', 'ottawashooting']
524976313766273025 [0, 'non-rumours', 'ottawashooting']
524976835881205760 [0, 'non-rumours', 'ottawashooting']
524976857822011394 [0, 'non-rumours', 'ottawashooting']
524977767688200192 [0, 'non-rumours', 'ottawashooting']
524977812852461568 [0, 'non-rumours', 'ottawashooting']
524977830124617728 [0, 'non-rumours', 'ottawashooting']
524977992683237376 [0, 'non-rumours', 'ottawashooting']
524978196589334529 [0, 'non-rumours', 'ottawashooting']
524978422188376064 [0, 'non-rumours', 'ottawashooting']
524978855531253760 [0, 'non-rumours', 'ottawashooting']
524978912145985536 [0, 'non-rumours', 'ottawashooting']
524978999534317568 [0, 'non-rumours', 'ottawashooting']
524979070288019456 [0, 'non-rumours', 'ottawashooting']
524979089787330560 [0, 'non-rumours', 'ottawashooting']
524979152944779265 [0, 'non-rumours', 'ottawashooting']
524979179235069952 [0, 'non-rumours', 'ottawashooting']
524979184297590784 [0, 'non-rumours', 'ottawashooting']
524979279701241856 [0, 'non-rumours', 'ottawashooting']
524979548195024898 [0, 'non-rumours', 'ottawashooting']
524979702940045313 [0, 'non-rumours', 'ottawashooting']
524979756371288064 [0, 'non-rumours', 'ottawashooting']
524979881525137409 [0, 'non-rumours', 'ottawashooting']
524979925343014912 [0, 'non-rumours', 'ottawashooting']
524980166289002496 [0, 'non-rumours', 'ottawashooting']
524980402495430656 [0, 'non-rumours', 'ottawashooting']
524980483479076864 [0, 'non-rumours', 'ottawashooting']
524980775741956097 [0, 'non-rumours', 'ottawashooting']
524981427260366848 [0, 'non-rumours', 'ottawashooting']
524981463033581568 [0, 'non-rumours', 'ottawashooting']
524981565462704129 [0, 'non-rumours', 'ottawashooting']
524981890567385088 [0, 'non-rumours', 'ottawashooting']
524982907052765184 [0, 'non-rumours', 'ottawashooting']
524982954880413696 [0, 'non-rumours', 'ottawashooting']
524983236712476672 [0, 'non-rumours', 'ottawashooting']
524983395026497536 [0, 'non-rumours', 'ottawashooting']
524983599851130880 [0, 'non-rumours', 'ottawashooting']
524983828000276480 [0, 'non-rumours', 'ottawashooting']
524984209505812480 [0, 'non-rumours', 'ottawashooting']
524984505376182272 [0, 'non-rumours', 'ottawashooting']
524985046198157313 [0, 'non-rumours', 'ottawashooting']
524985092343889920 [0, 'non-rumours', 'ottawashooting']
524985689905967105 [0, 'non-rumours', 'ottawashooting']
524986210402705408 [0, 'non-rumours', 'ottawashooting']
524986649315667968 [0, 'non-rumours', 'ottawashooting']
524986820850106370 [0, 'non-rumours', 'ottawashooting']
524987150413336576 [0, 'non-rumours', 'ottawashooting']
524987263835721728 [0, 'non-rumours', 'ottawashooting']
524988027425554432 [0, 'non-rumours', 'ottawashooting']
524988555178045440 [0, 'non-rumours', 'ottawashooting']
524988783213547520 [0, 'non-rumours', 'ottawashooting']
524989886483673088 [0, 'non-rumours', 'ottawashooting']
524990519777443840 [0, 'non-rumours', 'ottawashooting']
524991119164473344 [0, 'non-rumours', 'ottawashooting']
524991470416461824 [0, 'non-rumours', 'ottawashooting']
524991832451981312 [0, 'non-rumours', 'ottawashooting']
524992063553953792 [0, 'non-rumours', 'ottawashooting']
524993009440403456 [0, 'non-rumours', 'ottawashooting']
524993166651318273 [0, 'non-rumours', 'ottawashooting']
524993172271665153 [0, 'non-rumours', 'ottawashooting']
524993523746373633 [0, 'non-rumours', 'ottawashooting']
524993612279336960 [0, 'non-rumours', 'ottawashooting']
524994218964815873 [0, 'non-rumours', 'ottawashooting']
524994965366382593 [0, 'non-rumours', 'ottawashooting']
524995166953033729 [0, 'non-rumours', 'ottawashooting']
524995375468249088 [0, 'non-rumours', 'ottawashooting']
524995620088864768 [0, 'non-rumours', 'ottawashooting']
524995776578330624 [0, 'non-rumours', 'ottawashooting']
524995812854489089 [0, 'non-rumours', 'ottawashooting']
524995942995746819 [0, 'non-rumours', 'ottawashooting']
524996756220956672 [0, 'non-rumours', 'ottawashooting']
524997030536830976 [0, 'non-rumours', 'ottawashooting']
524997921042071553 [0, 'non-rumours', 'ottawashooting']
524998110268096513 [0, 'non-rumours', 'ottawashooting']
524998460848611328 [0, 'non-rumours', 'ottawashooting']
524998881676107776 [0, 'non-rumours', 'ottawashooting']
524999079127162880 [0, 'non-rumours', 'ottawashooting']
525000220371734528 [0, 'non-rumours', 'ottawashooting']
525000349648949250 [0, 'non-rumours', 'ottawashooting']
525001708318240768 [0, 'non-rumours', 'ottawashooting']
525003253185277952 [0, 'non-rumours', 'ottawashooting']
525005134624215041 [0, 'non-rumours', 'ottawashooting']
525005137405018112 [0, 'non-rumours', 'ottawashooting']
525006847095615489 [0, 'non-rumours', 'ottawashooting']
525006853626159105 [0, 'non-rumours', 'ottawashooting']
525007169956347904 [0, 'non-rumours', 'ottawashooting']
525007337724325889 [0, 'non-rumours', 'ottawashooting']
525007810871164929 [0, 'non-rumours', 'ottawashooting']
525008469385302017 [0, 'non-rumours', 'ottawashooting']
525009541671702528 [0, 'non-rumours', 'ottawashooting']
525010084003213312 [0, 'non-rumours', 'ottawashooting']
525011747007377408 [0, 'non-rumours', 'ottawashooting']
525012247249428482 [0, 'non-rumours', 'ottawashooting']
525012561214058496 [0, 'non-rumours', 'ottawashooting']
525012689568161792 [0, 'non-rumours', 'ottawashooting']
525012738280792065 [0, 'non-rumours', 'ottawashooting']
525012912562536448 [0, 'non-rumours', 'ottawashooting']
525015193425031168 [0, 'non-rumours', 'ottawashooting']
525015836226895875 [0, 'non-rumours', 'ottawashooting']
525016728091500545 [0, 'non-rumours', 'ottawashooting']
525016983646244865 [0, 'non-rumours', 'ottawashooting']
525018288330272768 [0, 'non-rumours', 'ottawashooting']
525018717038854144 [0, 'non-rumours', 'ottawashooting']
525019265888702464 [0, 'non-rumours', 'ottawashooting']
525019469983531008 [0, 'non-rumours', 'ottawashooting']
525019992337551360 [0, 'non-rumours', 'ottawashooting']
525020733622464512 [0, 'non-rumours', 'ottawashooting']
525020980037816320 [0, 'non-rumours', 'ottawashooting']
525021050627973120 [0, 'non-rumours', 'ottawashooting']
525021103559696384 [0, 'non-rumours', 'ottawashooting']
525022821534429185 [0, 'non-rumours', 'ottawashooting']
525025114111635456 [0, 'non-rumours', 'ottawashooting']
525026031833718785 [0, 'non-rumours', 'ottawashooting']
525026066944262144 [0, 'non-rumours', 'ottawashooting']
525026973459165184 [0, 'non-rumours', 'ottawashooting']
525027958835408896 [0, 'non-rumours', 'ottawashooting']
525028955049320448 [0, 'non-rumours', 'ottawashooting']
525030165190303744 [0, 'non-rumours', 'ottawashooting']
525030331775463424 [0, 'non-rumours', 'ottawashooting']
525031610136014848 [0, 'non-rumours', 'ottawashooting']
525031823504850944 [0, 'non-rumours', 'ottawashooting']
525032458417610752 [0, 'non-rumours', 'ottawashooting']
525033443076628480 [0, 'non-rumours', 'ottawashooting']
525033697045925888 [0, 'non-rumours', 'ottawashooting']
525034332474601472 [0, 'non-rumours', 'ottawashooting']
525034457086959616 [0, 'non-rumours', 'ottawashooting']
525035832336736257 [0, 'non-rumours', 'ottawashooting']
525036180379676673 [0, 'non-rumours', 'ottawashooting']
525037540508594176 [0, 'non-rumours', 'ottawashooting']
525038296921960449 [0, 'non-rumours', 'ottawashooting']
525040252948189186 [0, 'non-rumours', 'ottawashooting']
525040492388823041 [0, 'non-rumours', 'ottawashooting']
525041399344168961 [0, 'non-rumours', 'ottawashooting']
525041601890881536 [0, 'non-rumours', 'ottawashooting']
525044166519451648 [0, 'non-rumours', 'ottawashooting']
525044678765187072 [0, 'non-rumours', 'ottawashooting']
525044725926330368 [0, 'non-rumours', 'ottawashooting']
525045203648790528 [0, 'non-rumours', 'ottawashooting']
525045709402148864 [0, 'non-rumours', 'ottawashooting']
525046232209956865 [0, 'non-rumours', 'ottawashooting']
525047079325155329 [0, 'non-rumours', 'ottawashooting']
525047104239333377 [0, 'non-rumours', 'ottawashooting']
525048410831736832 [0, 'non-rumours', 'ottawashooting']
525049044201377793 [0, 'non-rumours', 'ottawashooting']
525049481679892481 [0, 'non-rumours', 'ottawashooting']
525050193360613376 [0, 'non-rumours', 'ottawashooting']
525050632211021825 [0, 'non-rumours', 'ottawashooting']
525052526593601537 [0, 'non-rumours', 'ottawashooting']
525052976562712576 [0, 'non-rumours', 'ottawashooting']
525053517531062272 [0, 'non-rumours', 'ottawashooting']
525055273816555520 [0, 'non-rumours', 'ottawashooting']
525055967076290560 [0, 'non-rumours', 'ottawashooting']
525056022046851074 [0, 'non-rumours', 'ottawashooting']
525058578365698048 [0, 'non-rumours', 'ottawashooting']
525059193074487296 [0, 'non-rumours', 'ottawashooting']
525059810312847360 [0, 'non-rumours', 'ottawashooting']
525060022569422849 [0, 'non-rumours', 'ottawashooting']
525061246702587904 [0, 'non-rumours', 'ottawashooting']
525063393309630464 [0, 'non-rumours', 'ottawashooting']
525063740769972224 [0, 'non-rumours', 'ottawashooting']
525065123917221888 [0, 'non-rumours', 'ottawashooting']
525066628359127041 [0, 'non-rumours', 'ottawashooting']
525068253341970432 [0, 'non-rumours', 'ottawashooting']
525068387899031552 [0, 'non-rumours', 'ottawashooting']
525069189447704576 [0, 'non-rumours', 'ottawashooting']
525069509342683137 [0, 'non-rumours', 'ottawashooting']
525069752566575104 [0, 'non-rumours', 'ottawashooting']
525069912679923712 [0, 'non-rumours', 'ottawashooting']
525070461936222208 [0, 'non-rumours', 'ottawashooting']
525070811439579138 [0, 'non-rumours', 'ottawashooting']
525070912199335937 [0, 'non-rumours', 'ottawashooting']
525071809226346496 [0, 'non-rumours', 'ottawashooting']
524922507380670464 [1, 'rumour', 'ottawashooting']
524922729485848576 [1, 'rumour', 'ottawashooting']
524923293711998976 [1, 'rumour', 'ottawashooting']
524923341359300608 [1, 'rumour', 'ottawashooting']
524923462398513152 [1, 'rumour', 'ottawashooting']
524923480173981696 [1, 'rumour', 'ottawashooting']
524923610851729408 [1, 'rumour', 'ottawashooting']
524923676484177920 [1, 'rumour', 'ottawashooting']
524923678472286209 [1, 'rumour', 'ottawashooting']
524924034124107776 [1, 'rumour', 'ottawashooting']
524924225463668738 [1, 'rumour', 'ottawashooting']
524924346411020288 [1, 'rumour', 'ottawashooting']
524924619812511746 [1, 'rumour', 'ottawashooting']
524925033626738688 [1, 'rumour', 'ottawashooting']
524925050739490816 [1, 'rumour', 'ottawashooting']
524925124303396864 [1, 'rumour', 'ottawashooting']
524925215235911680 [1, 'rumour', 'ottawashooting']
524925553489760256 [1, 'rumour', 'ottawashooting']
524925730053181440 [1, 'rumour', 'ottawashooting']
524925987239120897 [1, 'rumour', 'ottawashooting']
524926184069808129 [1, 'rumour', 'ottawashooting']
524926235030589440 [1, 'rumour', 'ottawashooting']
524926279309860864 [1, 'rumour', 'ottawashooting']
524926301678096384 [1, 'rumour', 'ottawashooting']
524926445496197120 [1, 'rumour', 'ottawashooting']
524926472432410625 [1, 'rumour', 'ottawashooting']
524926643325132800 [1, 'rumour', 'ottawashooting']
524926768054956032 [1, 'rumour', 'ottawashooting']
524927281048080385 [1, 'rumour', 'ottawashooting']
524927288077746176 [1, 'rumour', 'ottawashooting']
524927356830760961 [1, 'rumour', 'ottawashooting']
524927695633666049 [1, 'rumour', 'ottawashooting']
524928119955013632 [1, 'rumour', 'ottawashooting']
524928195011698688 [1, 'rumour', 'ottawashooting']
524928878075457536 [1, 'rumour', 'ottawashooting']
524929106987991040 [1, 'rumour', 'ottawashooting']
524929497205055488 [1, 'rumour', 'ottawashooting']
524929769469538305 [1, 'rumour', 'ottawashooting']
524929796862918656 [1, 'rumour', 'ottawashooting']
524929893759737856 [1, 'rumour', 'ottawashooting']
524930293921107969 [1, 'rumour', 'ottawashooting']
524930538009006081 [1, 'rumour', 'ottawashooting']
524930575472136192 [1, 'rumour', 'ottawashooting']
524930671220105216 [1, 'rumour', 'ottawashooting']
524931019745812480 [1, 'rumour', 'ottawashooting']
524931110279852032 [1, 'rumour', 'ottawashooting']
524931324763992064 [1, 'rumour', 'ottawashooting']
524931752725585921 [1, 'rumour', 'ottawashooting']
524931830173421568 [1, 'rumour', 'ottawashooting']
524931913426157568 [1, 'rumour', 'ottawashooting']
524932056560963584 [1, 'rumour', 'ottawashooting']
524932327907270656 [1, 'rumour', 'ottawashooting']
524932574909857792 [1, 'rumour', 'ottawashooting']
524932792925569024 [1, 'rumour', 'ottawashooting']
524932935137628160 [1, 'rumour', 'ottawashooting']
524933380929245184 [1, 'rumour', 'ottawashooting']
524933399828369409 [1, 'rumour', 'ottawashooting']
524933657493250048 [1, 'rumour', 'ottawashooting']
524934381828603904 [1, 'rumour', 'ottawashooting']
524934673760530432 [1, 'rumour', 'ottawashooting']
524934827909210112 [1, 'rumour', 'ottawashooting']
524934941914968064 [1, 'rumour', 'ottawashooting']
524935085863481344 [1, 'rumour', 'ottawashooting']
524935216134369281 [1, 'rumour', 'ottawashooting']
524935246647926784 [1, 'rumour', 'ottawashooting']
524935345998422016 [1, 'rumour', 'ottawashooting']
524935485370929152 [1, 'rumour', 'ottawashooting']
524935586025861121 [1, 'rumour', 'ottawashooting']
524935633463037953 [1, 'rumour', 'ottawashooting']
524935758143324160 [1, 'rumour', 'ottawashooting']
524935769614331904 [1, 'rumour', 'ottawashooting']
524935791794221057 [1, 'rumour', 'ottawashooting']
524935816603107328 [1, 'rumour', 'ottawashooting']
524936137589411840 [1, 'rumour', 'ottawashooting']
524936365427806208 [1, 'rumour', 'ottawashooting']
